名称,价格,店铺评分,商品评价,服务态度,物流速度,品牌,商品毛重,企口类型,底板厚度,类别,店铺,晒图,好评,中评,差评
顺洋欧橡实木多层复合木地板15木蜡油 手刮仿古 欧美风格别墅定制高端定制款 SYDS6005,599.00 ,9.42,9.49,9.44,9.39,顺洋地板（SHUNYANG FLOOR）,50.0kg,平口,15mm,实木复合地板,顺洋地板旗舰店,0,0,0,0
顺洋强化复合木地板 810*133*12mm防水耐磨厂家直销 sy1055,89.00 ,9.42,9.49,9.44,9.39,顺洋地板（SHUNYANG FLOOR）,2.06kg,R型槽,12mm,强化复合地板,顺洋地板旗舰店,8,1,0,0
天蝶地板 红檀香纯实木地板锁扣地热440*85*18mm环保E0级,730.00 ,9.94,9.81,9.91,9.99,天蝶,30.0kg,双锁口,18mm,实木地板,天蝶官方旗舰店,0,0,0,0
天蝶地板纯实木地热地板样品仿古手抓纹实木地板,15.00 ,9.94,9.81,9.91,9.99,天蝶,1.0kg,双锁口,18mm,实木地板,天蝶官方旗舰店,19,90,0,0
兔宝宝地板  强化复合地板 仿实木地板 强化地板复合地板 环保地板 地暖地板 厂家直销 1218*169*12mm,239.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板  强化复合地板 强化木地板 地暖地板 地热地板 仿实木地板 复合木地板 包安装 TM202,98.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,25.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,3,3,1,0
兔宝宝地板  实木复合地板15mm 地暖地板 柚木 实木复合木地板直销 E0环保地板包安装,399.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,25.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,1,0,0
兔宝宝地板 厂家直销 强化地板复合地板 环保地暖强化木地板 原木安心地板 包安装 DM9813 1218*198*12mm,279.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,30.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 多层实木复合木地板15mm 榆木地板 地暖地板 安心环保EO级木地板 厂家直销 1210*165*15mm,519.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,25.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 黑胡桃 实木复合地板15MM 地暖地板 多层实木复合木地板 厂家直销 包安装,389.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,25.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 强化地板复合地板 强化木地板 地暖地板 地热地板 diban 厂家直销 包安装 DM8003 1219*147*12mm,229.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,30.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 强化复合地板 仿实木地板 手抓纹仿古 强化地板复合地板直销 地热地板 地暖地板,229.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,25.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 强化复合地板 强化地板复合地板 复合木地板 十大木地板品牌 地热地板 厂家直销,238.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,12mm,强化复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 实木复合地板15mm E0环保地板 地热地板 多层实木复合地板直销 栎木地板,459.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 实木复合地板15mm 复合地板直销 多层实木复合木地板 栎木地板 地热地板安装 910*127*15mm,459.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 实木复合地板15mm 耐磨E0级环保地板 地热地板 多层实木复合木地板 包安装 TUB-601P 910*127*15mm,319.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
兔宝宝地板 实木复合地板15mm 榆木地板 E0环保地板 地热地板 多层实木复合木地板直销,519.00 ,9.15,9.45,9.05,9.01,兔宝宝（TUBAO）,20.0kg,平口,15mm,实木复合地板,兔宝宝家居旗舰店,0,0,0,0
万象地板 强化复合地板12mm防水家用客厅个性仿古木地板厂家直销 卡其旋律,85.00 ,-----,-----,-----,-----,万象,18.0kg,R型槽,12mm,强化复合地板,万象家居旗舰店,0,0,0,0
唯基软木地板 葡萄牙进口地板  防滑静音舒适卧室客厅 粘贴适合地热地采暖老人儿童孩子的地板 WJN06 样品(15*15cm),15.00 ,9.25,9.16,9.39,9.24,唯基,5.0kg,其他,其他,其他材质地板,唯基家装专营店,0,7,1,0
维多利亚12mm厚环保仿实木地板家用地板强化复合木地板3 北美枫情,88.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,4.0kg,双锁口,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,1,1,0,0
维多利亚巴洛克多层实木复合木地板 厂家直销EO级司浦红檀 沙比利,150.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,平口,15mm,实木复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚巴洛克强化地板复合地板浮雕面耐磨防水地暖家用木地板12mm环保厂家直销 79.9元包安装扣条地垫,79.90 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.1kg,R型槽,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,3,30,0,0
维多利亚巴洛克强化复合12mm木地板3D彩枫E0级环保可地暖2 3D彩枫,88.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.0kg,双锁口,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,0,1,0,0
维多利亚巴洛克强化复合进口配置同步浮雕木地板12mm环保 雪缤纷,79.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.0kg,其他,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚巴洛克强化复合木地板12mm防水耐磨E0级厂家直销可用地暖 夜色古韵,96.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,双锁口,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚巴洛克手抓纹同步浮雕面强化复合木地板防水家用环保 79.9元安装送辅料踢脚线扣条地垫 1215*167*12mm,79.90 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,R型槽,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,0,1,0,0
维多利亚巴洛克同步浮雕面强化复合木地板防水家用 地暖环保田园黄昏 裸板,59.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.0kg,R型槽,12mm,实木复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚巴洛克竹地板竹木地板E0环保地暖满天星亮光中色 哑光满天星,126.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,其他,其他,竹地板,维多利亚巴洛克家装建材旗舰店,0,2,1,0
维多利亚仿古强化复合地板12mm防水耐磨木地板 夜色古韵,96.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,平口,12mm,强化复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚实木复合地热地暖地板多层实木地板厂家直销环保 欧枫,376.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,1.0kg,双锁口,15mm,实木复合地板,维多利亚巴洛克家装建材旗舰店,0,0,0,0
维多利亚竹木地板钢架式竹地板E0级环保地热满天亮光 满天星哑光,148.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.0kg,其他,其他,竹地板,维多利亚巴洛克家装建材旗舰店,0,3,0,1
维多利亚竹木地板钢架式竹地板E0级环保地热满天星亮光 满天星亮光,148.00 ,9.46,9.37,9.47,9.45,维多利亚巴洛克（VICTORIA.BAROQUE）,2.0kg,其他,其他,竹地板,维多利亚巴洛克家装建材旗舰店,0,1,0,0
五桠果目 强化复合木地板 12mm 实测甲醛E0 考斯菲尔厂家直销 WD-8652,136.00 ,9.71,9.83,9.71,9.74,考斯菲尔,2.086kg,其他,12mm,强化复合地板,考斯菲尔旗舰店,0,0,0,0
五桠果目 强化复合木地板 LJ-8810 9000转耐磨 考斯菲尔厂家直销,128.00 ,9.71,9.83,9.71,9.74,考斯菲尔,2.068kg,其他,12mm,强化复合地板,考斯菲尔旗舰店,0,0,0,0
仙缘 纯实木地板 番龙眼原木锁扣 手抓纹 地暖地热地板 工厂直销 818S,198.00 ,-----,-----,-----,-----,仙缘,15.0kg,双锁口,其他,实木地板,仙缘旗舰店,0,1,0,0
仙缘 纯实木地板 实木印花番龙眼木纹 工厂直销 送防潮垫 防蛀粉 801,128.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘 纯实木地板 圆盘豆原木锁扣  地暖地热地板 工厂直销 8810/900*118,298.00 ,-----,-----,-----,-----,仙缘,15.0kg,双锁口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘 纯实木地板 圆盘豆原木锁扣 地暖地热地板 工厂直销 8813/900*118,298.00 ,-----,-----,-----,-----,仙缘,15.0kg,双锁口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘 国槐木纯实木地板 仿古浮雕原木漆地板 锁扣可用地暖地热 国槐锁扣/900*1116*18,268.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘 缅甸柚木纯实木地板 锁扣可用地暖地热 工厂直销 上门安装 锁扣/900*118,688.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 俄罗斯枫桦木A级(仿古手抓纹)原木地板 厂家直销 S882/平面,178.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 非洲圆盘豆绿柄桑纯A原木地板 锁扣免龙骨可地暖 X703-S锁扣亚光/900*116,298.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 非洲籽楠木实木地板 原木哑光 重量与二翅豆相当 XL99,228.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 个性定制美式风格 橡木横纹木蜡油 乡村欧式风格 橡木横纹木蜡油,258.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 美国白橡木A级 实木地板 18mm 家用时尚木地板 X501,296.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 美国红橡纯A级实木地板 哑光耐磨 厂家直销 X505,368.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 天然橡木原木 全实木地板 家用手抓纹仿古地板 X860A/精挑,278.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 小叶卡罗原木手抓纹仿古媲美橡木比番龙眼高三级 卡罗,228.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板 印花圆盘豆木纹全实木地板 工厂直销 708,158.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘纯实木地板美国红橡木纯A级仿古地板原木锁扣免龙骨可用地暖 X862S-110滨州红橡锁扣/900*110,338.00 ,-----,-----,-----,-----,仙缘,20.0kg,单锁口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘多层实木地板 橡木实木复合地板 防水不变形地暖用小锁扣 DXM302深色/910*127/包物流,128.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,15mm,实木复合地板,仙缘旗舰店,0,0,0,0
仙缘实木地板 白蜡木纯A 级实木地板 亚光耐磨 厂家直销 X881,278.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘实木地板 白蜡木纯A实木地板 厂家直销 A883/910*95*18mm,198.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,18mm,实木地板,仙缘旗舰店,0,0,0,0
仙缘实木复合地板哑花梨多层实木地板 防水地暖地热用厂家直销 9096/柚木,118.00 ,-----,-----,-----,-----,仙缘,20.0kg,平口,13mm,实木复合地板,仙缘旗舰店,0,0,0,0
现 圣象地板 强化复合木地板11mmF4星比E0环保品牌直营NDD6513 NDD6513预计两个月后发货,398.00 ,9.38,9.26,9.39,9.46,圣象,6.0kg,其他,,强化复合地板,圣象伍财专卖店,0,0,0,0
新欧式风格 生活家  除甲醛环保 15mm多层实木复合木地板 满堂彩,698.00 ,9.82,9.77,9.78,9.78,生活家,10.0kg,平口,15mm,实木复合地板,道新家居专营店,0,0,0,0
型号9110 环保 橡木油面三层实木复合木地板 1200*190*14/3mm,499.00 ,-----,-----,-----,-----,金鹰艾格（perfec）,25.0kg,平口,15mm,实木复合地板,金鹰艾格木地板官方旗舰店,0,0,0,0
雅庭尚品 纯实木地板全A级番龙眼仿古木地板 天然原木环保地板 SS1008木色瑰丽,228.00 ,9.83,9.71,9.79,10,雅庭尚品,25.0kg,平口,18mm,实木地板,雅庭尚品旗舰店,0,0,0,0
雅庭尚品 番龙眼原木实木地板仿古手抓纹进口原木本色纯实木地板18MM k104#910*122*18mm,168.00 ,9.83,9.71,9.79,10,雅庭尚品,25.0kg,平口,18mm,实木地板,雅庭尚品旗舰店,29,50,0,0
雅庭尚品纯实木地板 金刚柚木A级浮雕纹 国槐厂家直销 浅黄色 910*125*18mm,228.00 ,9.83,9.71,9.79,10,雅庭尚品,15.0kg,平口,18mm,实木地板,雅庭尚品旗舰店,3,10,0,0
雅庭尚品纯实木地板 龙凤檀A级晶钻面 厂家直销 浅红色 910*125*18mm,288.00 ,9.83,9.71,9.79,10,雅庭尚品,16.0kg,平口,18mm,实木地板,雅庭尚品旗舰店,0,0,0,0
雅庭尚品姜饼木纯实木地板仿古手抓纹橡木纹理 浅黄色 910*122*18mm,168.00 ,9.83,9.71,9.79,10,雅庭尚品,30.0kg,平口,18mm,实木地板,雅庭尚品旗舰店,0,0,0,0
艺木然纯实木地板非洲进口圆盘豆绿柄桑全实木地板天然环保 Y08,255.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,单锁口,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店纯实木地板地热地暖地板原木锁扣菠萝格玛宝印茄木免龙骨安装 B01-1,199.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店纯实木地板圆盘豆绿柄桑原木本色地板如图 Y03,290.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店俄罗斯橡木仿古手抓纹平面纯实木地板包安装如图 X33,238.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店槐木实木地板浮雕仿古地板原木欧式美式简约如图,275.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店全实木纯实木地板安装仿古浮雕客厅自然原木地板 F05,209.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店实木地板地热地暖地板原木锁扣橡木仿古凹凸地板如图 X22 900*120,410.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店实木地板美国橡木地板进口实木地板原木地板安装如图 X17,355.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店实木进口欧洲橡木地板纯实木地板美国原木地板如图 X29,253.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店实木柚木纽墩豆纯实木地板地热地暖地板原木锁扣如图 N01柚木色910*118,270.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
艺木然家居旗舰店小菠萝格番龙眼纯实木地板地热地暖地板原木锁扣如图 F07,305.00 ,9.67,9.59,9.68,9.64,艺木然（NATURAL OF ART）,20.0kg,其他,18mm,实木地板,艺木然家居旗舰店,0,0,0,0
英堡地板 强化复合家用木地板环保木地板地暖适用地板防水地板,88.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,V型槽,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板多层实木复合木地板15mm仿古浮雕复合地板家用地暖地板环保防水地板 WYA-2,189.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,22.0kg,单锁口,15mm,实木复合地板,英堡地板官方旗舰店,1,100,0,0
英堡地板强化复地板12MM家用木地板平面蜡封耐磨环保地板地暖适用防水地板,99.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板强化复合地板12MM家用木地板平面蜡封耐磨环保地板地暖适用防水地板,99.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板强化复合地板12MM家用木地板平面蜡封耐磨环保地板地暖适用防水地板,99.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板强化复合地板家用木地板平面蜡封耐磨环保地板地暖适用防水地板,99.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板强化复合家用木地板手抓纹真木雕花蜡封耐磨地暖地板,118.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
英堡地板强化复合木地板12mm手抓纹雕花蜡封耐磨地板家用地暖地板环保地板 SZ604,118.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,5,100,0,0
英堡地板强化复合木地板12mm手抓纹蜡封耐磨环保地板防水地暖地板 WSM503,89.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,26,200,0,0
英堡地板强化复合木地板家用环保地板装修环保地板防水地板,88.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,V型槽,12mm,强化复合地板,英堡地板官方旗舰店,0,1,0,0
英堡地板强化复合木地板蜡封耐磨环保木地板手工浮雕封腊地暖地板,128.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,12,3,0,0
英堡地板强化复合木地板蜡封耐磨环保木地板手工浮雕封腊地暖用地板,128.00 ,9.84,9.74,9.8,9.83,英堡（YINFORT）,26.0kg,单锁口,12mm,强化复合地板,英堡地板官方旗舰店,0,0,0,0
永吉地板 12mm强化复合木地板 四色可选,68.00 ,9.45,9.44,9.46,9.39,永吉·古尼拉地板（RANGE GUNILLA FLOORING）,20.0kg,V型槽,12mm,强化复合地板,永吉·古尼拉地板官方旗舰店,0,0,0,0
永吉地板 浅色强化复合木地板12mm封蜡防水防滑耐磨地板包邮YJD6602,98.00 ,9.45,9.44,9.46,9.39,永吉·古尼拉地板（RANGE GUNILLA FLOORING）,24.0kg,V型槽,12mm,强化复合地板,永吉·古尼拉地板官方旗舰店,0,0,0,0
永吉地板 强化复合木地板浅色12mm封蜡防水地板耐磨地板YJD6603,98.00 ,9.45,9.44,9.46,9.39,永吉·古尼拉地板（RANGE GUNILLA FLOORING）,24.0kg,V型槽,12mm,强化复合地板,永吉·古尼拉地板官方旗舰店,0,0,0,0
永吉地板 强化复合木地板浅色12mm封蜡防水地板耐磨地板YJD8803厂家直销特价包邮,88.00 ,9.45,9.44,9.46,9.39,永吉·古尼拉地板（RANGE GUNILLA FLOORING）,24.0kg,V型槽,12mm,强化复合地板,永吉·古尼拉地板官方旗舰店,0,0,0,0
